ASV_ID,database,pident,sseqid,length,qcovs,evalue,bitscore,specimen_id,phylum,class,order,family,genus,species,scientific_name,mismatch,gapopen,qstart,qend,sstart,send,accession
ASV_20136,NMNH,96.667,SH20168a|Arthropoda|Palaemonidae,240,77,7.80E-113,399,SH20168a,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonidae^,Palaemonidae^,Palaemonidae^,,,,,,,SH20168a
ASV_20791,NMNH,91.554,SH20168a|Arthropoda|Palaemonidae,296,95,4.65E-115,407,SH20168a,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonidae^,Palaemonidae^,Palaemonidae^,,,,,,,SH20168a
ASV_20963,NMNH,94.382,SH20168a|Arthropoda|Palaemonidae,267,85,3.61E-116,411,SH20168a,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonidae^,Palaemonidae^,Palaemonidae^,,,,,,,SH20168a
ASV_20980,NMNH,85.235,SH20168a|Arthropoda|Palaemonidae,298,95,1.75E-84,305,SH20168a,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonidae^,Palaemonidae^,Palaemonidae^,,,,,,,SH20168a
ASV_21557,NMNH,93.493,SH20168a|Arthropoda|Palaemonidae,292,93,7.69E-123,433,SH20168a,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonidae^,Palaemonidae^,Palaemonidae^,,,,,,,SH20168a
ASV_02063,NMNH,99.042,SH21030|Arthropoda|Periclimenaeus_ascidiarum,313,100,9.41E-162,562,SH21030,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenaeus,ascidiarum,Periclimenaeus ascidiarum,,,,,,,SH21030
ASV_07340,NMNH,90.415,SH21030|Arthropoda|Periclimenaeus_ascidiarum,313,100,1.00E-116,412,SH21030,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenaeus,ascidiarum,Periclimenaeus ascidiarum,,,,,,,SH21030
ASV_10313,NMNH,98.722,SH21030|Arthropoda|Periclimenaeus_ascidiarum,313,100,4.38E-160,556,SH21030,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenaeus,ascidiarum,Periclimenaeus ascidiarum,,,,,,,SH21030
ASV_05167,NMNH,100,SH20736a|Arthropoda|Palicidae,313,100,9.34E-167,579,SH20736a,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicidae^,Palicidae^,Palicidae^,,,,,,,SH20736a
ASV_03497,NMNH,100,SH20102|Arthropoda|Palicus_affinis,313,100,9.34E-167,579,SH20102,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicus,affinis,Palicus affinis,,,,,,,SH20102
ASV_15435,NMNH,92.138,SH20113|Arthropoda|Spinolambrus_fraterculus,318,99,3.63E-126,444,SH20113,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Spinolambrus,fraterculus,Spinolambrus fraterculus,,,,,,,SH20113
ASV_00739,NMNH,100,SH21052|Arthropoda|Pilumnus_sayi,313,100,9.34E-167,579,SH21052,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,sayi,Pilumnus sayi,,,,,,,SH21052
ASV_12686,NMNH,99.361,SH21052|Arthropoda|Pilumnus_sayi,313,100,2.02E-163,568,SH21052,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,sayi,Pilumnus sayi,,,,,,,SH21052
ASV_19741,NMNH,99.177,SH21052|Arthropoda|Pilumnus_sayi,243,78,1.65E-124,438,SH21052,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,sayi,Pilumnus sayi,,,,,,,SH21052
ASV_05213,NMNH,99.361,SH21540|Arthropoda|Gemmotheres_chamae,313,100,2.02E-163,568,SH21540,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Gemmotheres,chamae,Gemmotheres chamae,,,,,,,SH21540
ASV_12783,NMNH,99.042,SH21540|Arthropoda|Gemmotheres_chamae,313,100,9.41E-162,562,SH21540,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Gemmotheres,chamae,Gemmotheres chamae,,,,,,,SH21540
ASV_15963,NCBI,85.24,gi|151559104|dbj|AB266287.1|,271,86,1.34E-70,278,,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,pingtung,Geothelphusa pingtung,35,2,1,306,320,625,KP136553.1
ASV_00957,NMNH,88.179,SH20870b|Arthropoda|Nanoplax_xanthiformis,313,100,4.73E-105,374,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_02455,NMNH,100,SH20870b|Arthropoda|Nanoplax_xanthiformis,313,100,9.34E-167,579,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_07130,NMNH,87.859,SH20870b|Arthropoda|Nanoplax_xanthiformis,313,100,2.20E-103,368,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_07413,NMNH,86.174,SH20870b|Arthropoda|Nanoplax_xanthiformis,311,99,6.21E-94,337,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_12408,NMNH,85.897,SH20870b|Arthropoda|Nanoplax_xanthiformis,312,99,8.03E-93,333,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_12727,NMNH,86.817,SH20870b|Arthropoda|Nanoplax_xanthiformis,311,99,2.87E-97,348,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_13547,NMNH,91.693,SH20870b|Arthropoda|Nanoplax_xanthiformis,313,100,2.14E-123,435,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_16077,NMNH,92.013,SH20870b|Arthropoda|Nanoplax_xanthiformis,313,100,4.60E-125,440,SH20870b,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Nanoplax,xanthiformis,Nanoplax xanthiformis,,,,,,,SH20870b
ASV_16917,NCBI,94.137,gi|1111832245|gb|KY233185.1|,307,98,7.49E-128,468,,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,agassizi,Solenocera agassizi,15,0,2,313,247,558,KC617066.1
ASV_02363,NMNH,100,SH20701a|Arthropoda|Odontozona_cf._striata,226,72,2.15E-118,418,SH20701a,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Odontozona_cf._striata,Odontozona_cf._striata*,Odontozona_cf._striata,,,,,,,SH20701a
ASV_02818,NMNH,100,SH20537|Arthropoda|Odontozona_cf._striata,313,100,9.34E-167,579,SH20537,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Odontozona_cf._striata,Odontozona_cf._striata*,Odontozona_cf._striata,,,,,,,SH20537
ASV_10156,NMNH,92.92,SH20701a|Arthropoda|Odontozona_cf._striata,226,72,1.04E-91,329,SH20701a,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Odontozona_cf._striata,Odontozona_cf._striata*,Odontozona_cf._striata,,,,,,,SH20701a
ASV_10387,NMNH,98.23,SH20701a|Arthropoda|Odontozona_cf._striata,226,72,1.01E-111,396,SH20701a,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Odontozona_cf._striata,Odontozona_cf._striata*,Odontozona_cf._striata,,,,,,,SH20701a
ASV_00922,NMNH,100,SH20631|Arthropoda|Stenopus_scutellatus,313,100,9.34E-167,579,SH20631,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20631
ASV_02922,NMNH,99.681,SH20096|Arthropoda|Stenopus_scutellatus,313,100,4.35E-165,573,SH20096,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20096
ASV_05503,NMNH,99.357,SH20631|Arthropoda|Stenopus_scutellatus,311,99,2.62E-162,564,SH20631,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20631
ASV_08226,NMNH,99.681,SH20631|Arthropoda|Stenopus_scutellatus,313,100,4.35E-165,573,SH20631,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20631
ASV_09474,NMNH,99.681,SH20096|Arthropoda|Stenopus_scutellatus,313,100,4.35E-165,573,SH20096,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20096
ASV_09672,NMNH,99.681,SH20096|Arthropoda|Stenopus_scutellatus,313,100,4.35E-165,573,SH20096,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20096
ASV_15680,NMNH,95.192,SH20631|Arthropoda|Stenopus_scutellatus,312,99,3.48E-141,494,SH20631,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,scutellatus,Stenopus scutellatus,,,,,,,SH20631
ASV_00421,NMNH,99.681,SH20654b|Arthropoda|Stenopus_spinosus,313,100,4.35E-165,573,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_04133,NMNH,100,SH20654b|Arthropoda|Stenopus_spinosus,313,100,9.34E-167,579,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_08655,NMNH,99.042,SH20654b|Arthropoda|Stenopus_spinosus,313,100,9.41E-162,562,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_10115,NMNH,99.681,SH20654b|Arthropoda|Stenopus_spinosus,313,100,4.35E-165,573,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_15566,NMNH,99.681,SH20654b|Arthropoda|Stenopus_spinosus,313,100,4.35E-165,573,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_19779,NMNH,93.485,SH20654b|Arthropoda|Stenopus_spinosus,307,98,4.57E-130,457,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_19840,NMNH,99.361,SH20654b|Arthropoda|Stenopus_spinosus,313,100,2.02E-163,568,SH20654b,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,spinosus,Stenopus spinosus,,,,,,,SH20654b
ASV_02817,NMNH,100,SH20966b|Arthropoda|Pseudomedaeus_agassizii,313,100,9.34E-167,579,SH20966b,Arthropoda,Malacostraca,Decapoda,Xanthidae,Pseudomedaeus,agassizii,Pseudomedaeus agassizii,,,,,,,SH20966b
ASV_04083,NMNH,91.693,SH20966b|Arthropoda|Pseudomedaeus_agassizii,313,100,2.14E-123,435,SH20966b,Arthropoda,Malacostraca,Decapoda,Xanthidae,Pseudomedaeus,agassizii,Pseudomedaeus agassizii,,,,,,,SH20966b
ASV_00341,NMNH,100,SH21360|Arthropoda|Pseudomedaeus_distinctus,313,100,9.34E-167,579,SH21360,Arthropoda,Malacostraca,Decapoda,Xanthidae,Pseudomedaeus,distinctus,Pseudomedaeus distinctus,,,,,,,SH21360
ASV_03163,NCBI,85.507,gi|1003090612|gb|KU285618.1|,276,88,6.26E-74,289,,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae^,Xanthidae^,Xanthidae^,38,2,44,313,376,645,HM054026.1
ASV_03641,NCBI,85.106,gi|1003090612|gb|KU285618.1|,282,90,6.26E-74,289,,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae^,Xanthidae^,Xanthidae^,45,0,1,313,370,682,MK037030.1
ASV_05642,NCBI,85.145,gi|1003090612|gb|KU285618.1|,276,88,2.91E-72,283,,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae^,Xanthidae^,Xanthidae^,0,0,1,309,343,651,KC287882.1
ASV_10210,NMNH,100,SH21389a|Arthropoda|Xanthidae,313,100,9.34E-167,579,SH21389a,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae^,Xanthidae^,Xanthidae^,,,,,,,SH21389a
ASV_15414,NMNH,100,SH20318|Arthropoda|Xanthidae,313,100,9.34E-167,579,SH20318,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae^,Xanthidae^,Xanthidae^,,,,,,,SH20318
ASV_00550,MZG,85.659,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_04790,MZG,86.822,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_04916,MZG,85.271,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_05464,MZG,86.434,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_09371,MZG,99.225,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_10813,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,258,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_19299,MZG,85.328,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,259,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_20199,MZG,89.494,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_bellulus,257,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,bellulus,Alpheus bellulus,,,,,,,
ASV_02274,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_floridanus,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,floridanus,Alpheus floridanus,,,,,,,
ASV_10194,MZG,96.154,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_floridanus,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,floridanus,Alpheus floridanus,,,,,,,
ASV_10713,MZG,95.177,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_floridanus,311,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,floridanus,Alpheus floridanus,,,,,,,
ASV_12947,MZG,96.154,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_floridanus,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,floridanus,Alpheus floridanus,,,,,,,
ASV_13593,MZG,88.782,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_floridanus,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,floridanus,Alpheus floridanus,,,,,,,
ASV_00437,MZG,97.444,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_paracrinitus,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,paracrinitus,Alpheus paracrinitus,,,,,,,
ASV_10186,MZG,94.888,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_paracrinitus,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,paracrinitus,Alpheus paracrinitus,,,,,,,
ASV_17364,MZG,88.71,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Alpheus;Alpheus_paracrinitus,310,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Alpheus,paracrinitus,Alpheus paracrinitus,,,,,,,
ASV_00952,MZG,88.498,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_05367,MZG,88.818,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_06213,MZG,88.179,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_06452,MZG,87.859,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_09277,MZG,87.138,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,311,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_11578,MZG,88.498,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_fritzmuelleri,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,fritzmuelleri,Synalpheus fritzmuelleri,,,,,,,
ASV_04772,MZG,92.308,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_goodei,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,goodei,Synalpheus goodei,,,,,,,
ASV_02326,MZG,98.718,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_thele,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,thele,Synalpheus thele,,,,,,,
ASV_14013,MZG,89.744,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_thele,312,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,thele,Synalpheus thele,,,,,,,
ASV_03988,MZG,99.361,Animalia;Arthropoda;Malacostraca;Eucarida;Alpheidae;Synalpheus;Synalpheus_yano,313,,,,,Arthropoda,Malacostraca,Eucarida,Alpheidae,Synalpheus,yano,Synalpheus yano,,,,,,,
ASV_09558,MZG,99.681,Animalia;Arthropoda;Malacostraca;Eucarida;Callianassidae;Neocallichirus;Neocallichirus_guassutinga,313,,,,,Arthropoda,Malacostraca,Eucarida,Callianassidae,Neocallichirus,guassutinga,Neocallichirus guassutinga,,,,,,,
ASV_11533,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Callianassidae;Neocallichirus;Neocallichirus_guassutinga,313,,,,,Arthropoda,Malacostraca,Eucarida,Callianassidae,Neocallichirus,guassutinga,Neocallichirus guassutinga,,,,,,,
ASV_16186,MZG,99.361,Animalia;Arthropoda;Malacostraca;Eucarida;Callianassidae;Neocallichirus;Neocallichirus_guassutinga,313,,,,,Arthropoda,Malacostraca,Eucarida,Callianassidae,Neocallichirus,guassutinga,Neocallichirus guassutinga,,,,,,,
ASV_21151,MZG,99.681,Animalia;Arthropoda;Malacostraca;Eucarida;Callianassidae;Neocallichirus;Neocallichirus_guassutinga,313,,,,,Arthropoda,Malacostraca,Eucarida,Callianassidae,Neocallichirus,guassutinga,Neocallichirus guassutinga,,,,,,,
ASV_02995,MZG,86.066,Animalia;Arthropoda;Malacostraca;Eucarida;Diogenidae;Dardanus;Dardanus_dearmatus,244,,,,,Arthropoda,Malacostraca,Eucarida,Diogenidae,Dardanus,dearmatus,Dardanus dearmatus,,,,,,,
ASV_14281,MZG,85.374,Animalia;Arthropoda;Malacostraca;Eucarida;Epialtidae;Menaethius;Menaethius_monoceros,294,,,,,Arthropoda,Malacostraca,Eucarida,Epialtidae,Menaethius,monoceros,Menaethius monoceros,,,,,,,
ASV_11393,MZG,98.582,Animalia;Arthropoda;Malacostraca;Eucarida;Euphausiidae;Euphausia;Euphausia_mutica,282,,,,,Arthropoda,Malacostraca,Eucarida,Euphausiidae,Euphausia,mutica,Euphausia mutica,,,,,,,
ASV_16123,MZG,98.936,Animalia;Arthropoda;Malacostraca;Eucarida;Euphausiidae;Euphausia;Euphausia_mutica,282,,,,,Arthropoda,Malacostraca,Eucarida,Euphausiidae,Euphausia,mutica,Euphausia mutica,,,,,,,
ASV_05007,MZG,85.496,Animalia;Arthropoda;Malacostraca;Eucarida;Galatheidae;Galathea;Galathea_orientalis,262,,,,,Arthropoda,Malacostraca,Eucarida,Galatheidae,Galathea,orientalis,Galathea orientalis,,,,,,,
ASV_10668,MZG,85.551,Animalia;Arthropoda;Malacostraca;Eucarida;Galatheidae;Galathea;Galathea_orientalis,263,,,,,Arthropoda,Malacostraca,Eucarida,Galatheidae,Galathea,orientalis,Galathea orientalis,,,,,,,
ASV_17113,MZG,85.878,Animalia;Arthropoda;Malacostraca;Eucarida;Galatheidae;Galathea;Galathea_orientalis,262,,,,,Arthropoda,Malacostraca,Eucarida,Galatheidae,Galathea,orientalis,Galathea orientalis,,,,,,,
ASV_16913,MZG,85.185,Animalia;Arthropoda;Malacostraca;Eucarida;Glyphocrangonidae;Glyphocrangon;Glyphocrangon_serratirostris,297,,,,,Arthropoda,Malacostraca,Eucarida,Glyphocrangonidae,Glyphocrangon,serratirostris,Glyphocrangon serratirostris,,,,,,,
ASV_17825,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Hippolytidae;Latreutes;Latreutes_fucorum,313,,,,,Arthropoda,Malacostraca,Eucarida,Hippolytidae,Latreutes,fucorum,Latreutes fucorum,,,,,,,
ASV_18363,MZG,85.036,Animalia;Arthropoda;Malacostraca;Eucarida;Kiwaidae;Kiwa;Kiwa_tyleri,274,,,,,Arthropoda,Malacostraca,Eucarida,Kiwaidae,Kiwa,tyleri,Kiwa tyleri,,,,,,,
ASV_04168,MZG,97.756,Animalia;Arthropoda;Malacostraca;Eucarida;Luciferidae;Belzebub;Belzebub_faxoni,312,,,,,Arthropoda,Malacostraca,Eucarida,Luciferidae,Belzebub,faxoni,Belzebub faxoni,,,,,,,
ASV_04918,MZG,97.764,Animalia;Arthropoda;Malacostraca;Eucarida;Luciferidae;Belzebub;Belzebub_faxoni,313,,,,,Arthropoda,Malacostraca,Eucarida,Luciferidae,Belzebub,faxoni,Belzebub faxoni,,,,,,,
ASV_11640,MZG,98.276,Animalia;Arthropoda;Malacostraca;Eucarida;Luciferidae;Lucifer;Lucifer_typus,290,,,,,Arthropoda,Malacostraca,Eucarida,Luciferidae,Lucifer,typus,Lucifer typus,,,,,,,
ASV_13754,MZG,86.408,Animalia;Arthropoda;Malacostraca;Eucarida;Munididae;Munida;Munida_eclepsis,309,,,,,Arthropoda,Malacostraca,Eucarida,Munididae,Munida,eclepsis,Munida eclepsis,,,,,,,
ASV_14265,MZG,89.02,Animalia;Arthropoda;Malacostraca;Eucarida;Paguridae;Pagurus;Pagurus_constans,255,,,,,Arthropoda,Malacostraca,Eucarida,Paguridae,Pagurus,constans,Pagurus constans,,,,,,,
ASV_20068,MZG,85.382,Animalia;Arthropoda;Malacostraca;Eucarida;Paguridae;Pagurus;Pagurus_filholi,301,,,,,Arthropoda,Malacostraca,Eucarida,Paguridae,Pagurus,filholi,Pagurus filholi,,,,,,,
ASV_18869,MZG,87.9,Animalia;Arthropoda;Malacostraca;Eucarida;Palaemonidae;Periclimenaeus;Periclimenaeus_gorgonidarum,281,,,,,Arthropoda,Malacostraca,Eucarida,Palaemonidae,Periclimenaeus,gorgonidarum,Periclimenaeus gorgonidarum,,,,,,,
ASV_12976,MZG,85.039,Animalia;Arthropoda;Malacostraca;Eucarida;Palaemonidae;Typton;Typton_fapespae,254,,,,,Arthropoda,Malacostraca,Eucarida,Palaemonidae,Typton,fapespae,Typton fapespae,,,,,,,
ASV_17147,MZG,85.425,Animalia;Arthropoda;Malacostraca;Eucarida;Palaemonidae;Typton;Typton_fapespae,247,,,,,Arthropoda,Malacostraca,Eucarida,Palaemonidae,Typton,fapespae,Typton fapespae,,,,,,,
ASV_10100,MZG,86.282,Animalia;Arthropoda;Malacostraca;Eucarida;Palaemonidae;Vir;Vir_smiti,277,,,,,Arthropoda,Malacostraca,Eucarida,Palaemonidae,Vir,smiti,Vir smiti,,,,,,,
ASV_13274,MZG,86.282,Animalia;Arthropoda;Malacostraca;Eucarida;Palaemonidae;Vir;Vir_smiti,277,,,,,Arthropoda,Malacostraca,Eucarida,Palaemonidae,Vir,smiti,Vir smiti,,,,,,,
ASV_15929,MZG,98.008,Animalia;Arthropoda;Malacostraca;Eucarida;Panopeidae;Glyptoplax;Glyptoplax_smithii,251,,,,,Arthropoda,Malacostraca,Eucarida,Panopeidae,Glyptoplax,smithii,Glyptoplax smithii,,,,,,,
ASV_12756,MZG,88.35,Animalia;Arthropoda;Malacostraca;Eucarida;Parthenopidae;Agolambrus;Agolambrus_agonus,309,,,,,Arthropoda,Malacostraca,Eucarida,Parthenopidae,Agolambrus,agonus,Agolambrus agonus,,,,,,,
ASV_10118,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Penaeidae;Parapenaeus;Parapenaeus_politus,313,,,,,Arthropoda,Malacostraca,Eucarida,Penaeidae,Parapenaeus,politus,Parapenaeus politus,,,,,,,
ASV_18227,MZG,99.681,Animalia;Arthropoda;Malacostraca;Eucarida;Penaeidae;Parapenaeus;Parapenaeus_politus,313,,,,,Arthropoda,Malacostraca,Eucarida,Penaeidae,Parapenaeus,politus,Parapenaeus politus,,,,,,,
ASV_09472,MZG,99.681,Animalia;Arthropoda;Malacostraca;Eucarida;Penaeidae;Penaeus;Penaeus_aztecus,313,,,,,Arthropoda,Malacostraca,Eucarida,Penaeidae,Penaeus,aztecus,Penaeus aztecus,,,,,,,
ASV_13588,MZG,100,Animalia;Arthropoda;Malacostraca;Eucarida;Penaeidae;Penaeus;Penaeus_setiferus,313,,,,,Arthropoda,Malacostraca,Eucarida,Penaeidae,Penaeus,setiferus,Penaeus setiferus,,,,,,,
ASV_20802,MZG,86.601,Animalia;Arthropoda;Malacostraca;Eucarida;Percnidae;Percnon;Percnon_abbreviatum,306,,,,,Arthropoda,Malacostraca,Eucarida,Percnidae,Percnon,abbreviatum,Percnon abbreviatum,,,,,,,
